# Bench capture -- DAQ-2200, firmware 4.11b
# operator: A. Du
# date: 2026-03-14T09:15:00+08:00
# sample_rate_hz = 500
# columns: index ; time_s ; channel_a_volts ; probe_temp_c ; status
#
# NOTE: status=OK means the sample is trustworthy. Anything else is not.

458 ; 0.916000 ; 1.77759 ; 23.346 ; OK
459 ; 0.918000 ; 0.94526 ; 23.329 ; OK
460 ; 0.920000 ; 0.68750 ; 23.325 ; OK
461 ; 0.922000 ; 0.00453 ; 23.295 ; OK
462 ; 0.924000 ; -0.45145 ; 23.417 ; OK
463 ; 0.926000 ; -0.46215 ; 23.290 ; OK
464 ; 0.928000 ; -0.56886 ; 23.380 ; OK
465 ; 0.930000 ; -0.40271 ; 23.400 ; OK
466 ; 0.932000 ; -0.39825 ; 23.322 ; OK
467 ; 0.934000 ; 0.24634 ; 23.306 ; OK
468 ; 0.936000 ; 0.23225 ; 23.340 ; OK
469 ; 0.938000 ; -0.39142 ; 23.339 ; OK
470 ; 0.940000 ; -0.58666 ; 23.411 ; OK
471 ; 0.942000 ; -0.92499 ; 23.446 ; OK
472 ; 0.944000 ; -1.62119 ; 23.394 ; OK
473 ; 0.946000 ; -1.78600 ; 23.466 ; OK
474 ; 0.948000 ; -2.07670 ; 23.449 ; OK
475 ; 0.950000 ; -2.10332 ; 23.469 ; OK
476 ; 0.952000 ; -2.24122 ; 23.450 ; OK
477 ; 0.954000 ; -1.22788 ; 23.442 ; OK
478 ; 0.956000 ; -1.35210 ; 23.354 ; OK
479 ; 0.958000 ; -0.94993 ; 23.445 ; OK
480 ; 0.960000 ; -0.77681 ; 23.411 ; OK
481 ; 0.962000 ; -1.23179 ; 23.478 ; OK
482 ; 0.964000 ; NaN ; 23.452 ; ERR
483 ; 0.966000 ; -2.39181 ; 23.375 ; OK
484 ; 0.968000 ; -2.85923 ; 23.468 ; OK
485 ; 0.970000 ; -2.66469 ; 23.407 ; OK
486 ; 0.972000 ; -2.34715 ; 23.476 ; OK
487 ; 0.974000 ; -2.49461 ; 23.476 ; OK
488 ; 0.976000 ; -1.44622 ; 23.469 ; OK
489 ; 0.978000 ; -1.02971 ; 23.517 ; OK
490 ; 0.980000 ; -1.35915 ; 23.481 ; OK
491 ; 0.982000 ; -0.63131 ; 23.454 ; OK
492 ; 0.984000 ; -0.60117 ; 23.508 ; OK
493 ; 0.986000 ; -0.75093 ; 23.424 ; OK
494 ; 0.988000 ; -0.63855 ; 23.595 ; OK
495 ; 0.990000 ; -1.46481 ; 23.523 ; OK
496 ; 0.992000 ; -1.56448 ; 23.470 ; OK
497 ; 0.994000 ; -1.70318 ; 23.501 ; OK
498 ; 0.996000 ; -1.12062 ; 23.537 ; OK
499 ; 0.998000 ; -0.77071 ; 23.502 ; OK
500 ; 1.000000 ; 0.05851 ; 23.399 ; OK
501 ; 1.002000 ; 1.12082 ; 23.445 ; OK
502 ; 1.004000 ; 1.02114 ; 23.604 ; OK
503 ; 1.006000 ; 1.29586 ; 23.485 ; OK
504 ; 1.008000 ; 5.00000 ; 23.517 ; SAT
505 ; 1.010000 ; 1.34408 ; 23.565 ; OK
506 ; 1.012000 ; 0.88545 ; 23.479 ; OK
507 ; 1.014000 ; 0.97149 ; 23.550 ; OK
508 ; 1.016000 ; 0.65734 ; 23.433 ; OK
509 ; 1.018000 ; 0.95936 ; 23.535 ; OK
510 ; 1.020000 ; 1.11655 ; 23.582 ; OK
511 ; 1.022000 ; 1.23008 ; 23.440 ; OK
512 ; 1.024000 ; 5.00000 ; 23.568 ; SAT
513 ; 1.026000 ; 2.28631 ; 23.534 ; OK
514 ; 1.028000 ; 2.76540 ; 23.605 ; OK
515 ; 1.030000 ; 2.51318 ; 23.637 ; OK
516 ; 1.032000 ; 2.11991 ; 23.605 ; OK
517 ; 1.034000 ; 2.07819 ; 23.559 ; OK
518 ; 1.036000 ; 2.12869 ; 23.541 ; OK
519 ; 1.038000 ; 1.18082 ; 23.554 ; OK
520 ; 1.040000 ; 1.47081 ; 23.590 ; OK
521 ; 1.042000 ; 1.26633 ; 23.573 ; OK
522 ; 1.044000 ; 1.35808 ; 23.565 ; OK
523 ; 1.046000 ; 1.48804 ; 23.552 ; OK
524 ; 1.048000 ; 2.17479 ; 23.626 ; OK
525 ; 1.050000 ; 2.12724 ; 23.640 ; OK
526 ; 1.052000 ; 2.54304 ; 23.664 ; OK
527 ; 1.054000 ; 1.97291 ; 23.624 ; OK
528 ; 1.056000 ; 1.92349 ; 23.604 ; OK
529 ; 1.058000 ; 1.26479 ; 23.629 ; OK
530 ; 1.060000 ; 0.42516 ; 23.629 ; OK
531 ; 1.062000 ; 0.12064 ; 23.698 ; OK
532 ; 1.064000 ; 0.47177 ; 23.544 ; OK
533 ; 1.066000 ; -0.29333 ; 23.670 ; OK
534 ; 1.068000 ; -0.49898 ; 23.662 ; OK
535 ; 1.070000 ; -0.14192 ; 23.650 ; OK
536 ; 1.072000 ; 0.92579 ; 23.593 ; OK
537 ; 1.074000 ; 1.04120 ; 23.659 ; OK
538 ; 1.076000 ; 0.51335 ; 23.644 ; OK
539 ; 1.078000 ; 0.12789 ; 23.617 ; OK
540 ; 1.080000 ; -0.55024 ; 23.699 ; OK
541 ; 1.082000 ; -1.19787 ; 23.675 ; OK
542 ; 1.084000 ; -1.77381 ; 23.691 ; OK
543 ; 1.086000 ; -1.87980 ; 23.707 ; OK
544 ; 1.088000 ; -2.13909 ; 23.680 ; OK
545 ; 1.090000 ; -2.28319 ; 23.729 ; OK
546 ; 1.092000 ; -1.47436 ; 23.659 ; OK
547 ; 1.094000 ; -1.68866 ; 23.735 ; OK
548 ; 1.096000 ; -0.68032 ; 23.698 ; OK
549 ; 1.098000 ; -1.09134 ; 23.650 ; OK
550 ; 1.100000 ; -0.94676 ; 23.779 ; OK
551 ; 1.102000 ; -1.60308 ; 23.666 ; OK
552 ; 1.104000 ; -1.69631 ; 23.774 ; OK
553 ; 1.106000 ; -2.18042 ; 23.804 ; OK
554 ; 1.108000 ; -2.65215 ; 23.758 ; OK
555 ; 1.110000 ; -2.59638 ; 23.817 ; OK
556 ; 1.112000 ; -2.80901 ; 23.736 ; OK
557 ; 1.114000 ; -2.36476 ; 23.815 ; OK
558 ; 1.116000 ; -1.85854 ; 23.668 ; OK
559 ; 1.118000 ; -1.24566 ; 23.701 ; OK
560 ; 1.120000 ; -999.0 ; 23.756 ; ERR
561 ; 1.122000 ; -0.45488 ; 23.636 ; OK
562 ; 1.124000 ; -0.77119 ; 23.862 ; OK
563 ; 1.126000 ; -1.21394 ; 23.793 ; OK
564 ; 1.128000 ; -1.26318 ; 23.866 ; OK
565 ; 1.130000 ; -1.55635 ; 23.753 ; OK
566 ; 1.132000 ; -1.73096 ; 23.763 ; OK
567 ; 1.134000 ; -2.06563 ; 23.739 ; OK
568 ; 1.136000 ; -1.12988 ; 23.791 ; OK
569 ; 1.138000 ; -0.74281 ; 23.796 ; OK
570 ; 1.140000 ; -0.04965 ; 23.766 ; OK
571 ; 1.142000 ; 0.65760 ; 23.853 ; OK
572 ; 1.144000 ; 1.04420 ; 23.734 ; OK
573 ; 1.146000 ; 1.14464 ; 23.794 ; OK
574 ; 1.148000 ; 0.75536 ; 23.851 ; OK
575 ; 1.150000 ; 0.85784 ; 23.815 ; OK
576 ; 1.152000 ; 0.81034 ; 23.810 ; OK
577 ; 1.154000 ; 0.69357 ; 23.909 ; OK
578 ; 1.156000 ; 0.42411 ; 23.898 ; OK
579 ; 1.158000 ; 0.54293 ; 23.759 ; OK
580 ; 1.160000 ; 1.16619 ; 23.823 ; OK
581 ; 1.162000 ; 1.29375 ; 23.856 ; OK
582 ; 1.164000 ; 1.69694 ; 23.799 ; OK
583 ; 1.166000 ; 2.08539 ; 23.809 ; OK
584 ; 1.168000 ; 2.50542 ; 23.848 ; OK
585 ; 1.170000 ; 2.64109 ; 23.805 ; OK
586 ; 1.172000 ; 2.78132 ; 23.887 ; OK
587 ; 1.174000 ; 2.40133 ; 23.802 ; OK
588 ; 1.176000 ; 1.51047 ; 23.878 ; OK
589 ; 1.178000 ; 1.46874 ; 23.865 ; OK
590 ; 1.180000 ; 1.52726 ; 23.831 ; OK
591 ; 1.182000 ; 1.46812 ; 23.862 ; OK
592 ; 1.184000 ; 1.67073 ; 23.879 ; OK
593 ; 1.186000 ; 2.07483 ; 23.893 ; OK
594 ; 1.188000 ; 2.29470 ; 23.853 ; OK
595 ; 1.190000 ; 2.57622 ; 23.856 ; OK
596 ; 1.192000 ; 2.41277 ; 23.882 ; OK
597 ; 1.194000 ; 2.52953 ; 23.858 ; OK
598 ; 1.196000 ; 2.23277 ; 23.949 ; OK
599 ; 1.198000 ; 1.11236 ; 23.936 ; OK
600 ; 1.200000 ; 0.72513 ; 23.967 ; OK
601 ; 1.202000 ; 0.71308 ; 23.807 ; OK
602 ; 1.204000 ; 0.62538 ; 23.883 ; OK
603 ; 1.206000 ; 0.05678 ; 23.954 ; OK
604 ; 1.208000 ; 0.41285 ; 23.902 ; OK
605 ; 1.210000 ; 0.52596 ; 23.800 ; OK
606 ; 1.212000 ; 0.55959 ; 23.992 ; OK
607 ; 1.214000 ; 0.97792 ; 23.919 ; OK
608 ; 1.216000 ; 0.77255 ; 23.865 ; OK
609 ; 1.218000 ; 0.53281 ; 23.940 ; OK
610 ; 1.220000 ; -0.31388 ; 23.944 ; OK
611 ; 1.222000 ; -0.91679 ; 23.904 ; OK
612 ; 1.224000 ; -1.30828 ; 23.873 ; OK
613 ; 1.226000 ; -2.05621 ; 24.011 ; OK
614 ; 1.228000 ; -2.07481 ; 23.891 ; OK
615 ; 1.230000 ; -1.51489 ; 23.972 ; OK
616 ; 1.232000 ; -1.42798 ; 23.966 ; OK
617 ; 1.234000 ; -1.10938 ; 23.940 ; OK
618 ; 1.236000 ; -1.30955 ; 23.906 ; OK
619 ; 1.238000 ; -0.49407 ; 23.961 ; OK
620 ; 1.240000 ; -0.88999 ; 23.992 ; OK
621 ; 1.242000 ; -1.81612 ; 23.964 ; OK
622 ; 1.244000 ; -2.09098 ; 24.018 ; OK
623 ; 1.246000 ; -2.32767 ; 23.962 ; OK
624 ; 1.248000 ; -2.45972 ; 24.020 ; OK
625 ; 1.250000 ; -2.58156 ; 23.973 ; OK
626 ; 1.252000 ; -2.63298 ; 24.054 ; OK
627 ; 1.254000 ; -1.97767 ; 24.043 ; OK
628 ; 1.256000 ; -2.07343 ; 23.968 ; OK
629 ; 1.258000 ; -1.27320 ; 24.050 ; OK
630 ; 1.260000 ; -0.80879 ; 24.009 ; OK
631 ; 1.262000 ; -1.01303 ; 24.022 ; OK
632 ; 1.264000 ; -1.12135 ; 24.050 ; OK
633 ; 1.266000 ; -1.12210 ; 24.142 ; OK
634 ; 1.268000 ; -1.41656 ; 23.977 ; OK
635 ; 1.270000 ; -1.84024 ; 24.003 ; OK
636 ; 1.272000 ; -1.65439 ; 23.928 ; OK
637 ; 1.274000 ; -1.91408 ; 24.050 ; OK
638 ; 1.276000 ; -1.67170 ; 24.100 ; OK
639 ; 1.278000 ; -0.63985 ; 24.103 ; OK
640 ; 1.280000 ; -0.57624 ; 24.040 ; OK
641 ; 1.282000 ; 0.33826 ; 23.980 ; OK
642 ; 1.284000 ; 0.64256 ; 24.163 ; OK
643 ; 1.286000 ; 0.73620 ; 24.101 ; OK
644 ; 1.288000 ; 0.56171 ; 24.114 ; OK
645 ; 1.290000 ; 0.44320 ; 24.092 ; OK
646 ; 1.292000 ; 0.24872 ; 24.078 ; OK
647 ; 1.294000 ; -0.02814 ; 24.084 ; OK
648 ; 1.296000 ; 0.04069 ; 24.086 ; OK
649 ; 1.298000 ; 0.03187 ; 24.082 ; OK
650 ; 1.300000 ; 0.40403 ; 24.034 ; OK
651 ; 1.302000 ; 1.09244 ; 24.039 ; OK
652 ; 1.304000 ; 1.74490 ; 24.066 ; OK
653 ; 1.306000 ; 2.34681 ; 24.145 ; OK
654 ; 1.308000 ; 2.88966 ; 24.139 ; OK
655 ; 1.310000 ; 2.46782 ; 24.119 ; OK
656 ; 1.312000 ; 2.76198 ; 24.164 ; OK
657 ; 1.314000 ; 1.92207 ; 24.080 ; OK
658 ; 1.316000 ; 2.17029 ; 24.162 ; OK
659 ; 1.318000 ; 1.21292 ; 24.194 ; OK
660 ; 1.320000 ; 1.42487 ; 24.164 ; OK
661 ; 1.322000 ; 1.18741 ; 24.120 ; OK
662 ; 1.324000 ; 1.84054 ; 24.128 ; OK
663 ; 1.326000 ; 2.23917 ; 24.134 ; OK
664 ; 1.328000 ; 2.35734 ; 24.220 ; OK
665 ; 1.330000 ; 2.84664 ; 24.170 ; OK
666 ; 1.332000 ; 2.64859 ; 24.143 ; OK
667 ; 1.334000 ; 1.96883 ; 24.174 ; OK
668 ; 1.336000 ; 1.73382 ; 24.223 ; OK
669 ; 1.338000 ; 1.47949 ; 24.225 ; OK
670 ; 1.340000 ; 0.42498 ; 24.189 ; OK
671 ; 1.342000 ; 0.44397 ; 24.203 ; OK
672 ; 1.344000 ; 0.55079 ; 24.203 ; OK
673 ; 1.346000 ; 0.41065 ; 24.119 ; OK
674 ; 1.348000 ; 0.85612 ; 24.227 ; OK
675 ; 1.350000 ; 0.48893 ; 24.142 ; OK
676 ; 1.352000 ; 1.09717 ; 24.196 ; OK
677 ; 1.354000 ; 1.50250 ; 24.248 ; OK
678 ; 1.356000 ; 0.71406 ; 24.251 ; OK
679 ; 1.358000 ; 0.03071 ; 24.300 ; OK
680 ; 1.360000 ; 0.14923 ; 24.263 ; OK
681 ; 1.362000 ; -0.96761 ; 24.269 ; OK
682 ; 1.364000 ; -1.26494 ; 24.131 ; OK
683 ; 1.366000 ; -1.45284 ; 24.221 ; OK
684 ; 1.368000 ; -1.65806 ; 24.221 ; OK
685 ; 1.370000 ; -1.40809 ; 24.264 ; OK
686 ; 1.372000 ; -0.96303 ; 24.220 ; OK
687 ; 1.374000 ; -1.23321 ; 24.245 ; OK
688 ; 1.376000 ; -0.98178 ; 24.296 ; OK
689 ; 1.378000 ; -0.45524 ; 24.312 ; OK
690 ; 1.380000 ; -0.91145 ; 24.213 ; OK
691 ; 1.382000 ; -1.53067 ; 24.223 ; OK
692 ; 1.384000 ; -1.65080 ; 24.257 ; OK
693 ; 1.386000 ; -2.44771 ; 24.298 ; OK
694 ; 1.388000 ; -2.85213 ; 24.223 ; OK
695 ; 1.390000 ; -2.73861 ; 24.318 ; OK
696 ; 1.392000 ; -2.87638 ; 24.322 ; OK
697 ; 1.394000 ; -1.82035 ; 24.258 ; OK
698 ; 1.396000 ; -1.69045 ; 24.295 ; OK
699 ; 1.398000 ; -1.55657 ; 24.331 ; OK
700 ; 1.400000 ; -1.32820 ; 24.342 ; OK
701 ; 1.402000 ; -1.56921 ; 24.308 ; OK
702 ; 1.404000 ; -1.16654 ; 24.332 ; OK
703 ; 1.406000 ; -1.38706 ; 24.288 ; OK
704 ; 1.408000 ; NaN ; 24.334 ; ERR
705 ; 1.410000 ; -1.96203 ; 24.301 ; OK
706 ; 1.412000 ; -2.26608 ; 24.388 ; OK
707 ; 1.414000 ; -1.92963 ; 24.348 ; OK
708 ; 1.416000 ; -1.48358 ; 24.377 ; OK
709 ; 1.418000 ; -1.18442 ; 24.342 ; OK
710 ; 1.420000 ; -0.65724 ; 24.306 ; OK
711 ; 1.422000 ; -0.15331 ; 24.421 ; OK
712 ; 1.424000 ; 1.11583 ; 24.404 ; OK
713 ; 1.426000 ; 0.76338 ; 24.331 ; OK
714 ; 1.428000 ; 0.50976 ; 24.337 ; OK
715 ; 1.430000 ; 0.26005 ; 24.391 ; OK
716 ; 1.432000 ; -0.16788 ; 24.378 ; OK
717 ; 1.434000 ; 0.05503 ; 24.369 ; OK
718 ; 1.436000 ; -0.40489 ; 24.342 ; OK
719 ; 1.438000 ; -0.18302 ; 24.382 ; OK
720 ; 1.440000 ; 0.76298 ; 24.359 ; OK
721 ; 1.442000 ; 1.03544 ; 24.491 ; OK
722 ; 1.444000 ; 1.71798 ; 24.428 ; OK
723 ; 1.446000 ; 2.10250 ; 24.381 ; OK
724 ; 1.448000 ; 2.44406 ; 24.352 ; OK
725 ; 1.450000 ; 2.28427 ; 24.452 ; OK
726 ; 1.452000 ; 2.06007 ; 24.427 ; OK
727 ; 1.454000 ; 1.86117 ; 24.399 ; OK
728 ; 1.456000 ; 1.39898 ; 24.449 ; OK
729 ; 1.458000 ; 1.15671 ; 24.424 ; OK
730 ; 1.460000 ; 1.39396 ; 24.429 ; OK
731 ; 1.462000 ; 1.69945 ; 24.450 ; OK
732 ; 1.464000 ; 1.59644 ; 24.386 ; OK
733 ; 1.466000 ; 2.24718 ; 24.475 ; OK
734 ; 1.468000 ; 2.46534 ; 24.403 ; OK
735 ; 1.470000 ; 2.95141 ; 24.422 ; OK
736 ; 1.472000 ; 2.20750 ; 24.445 ; OK
737 ; 1.474000 ; 2.58239 ; 24.429 ; OK
738 ; 1.476000 ; 1.87454 ; 24.452 ; OK
739 ; 1.478000 ; 1.73693 ; 24.475 ; OK
740 ; 1.480000 ; 0.74769 ; 24.468 ; OK
741 ; 1.482000 ; 0.26009 ; 24.462 ; OK
742 ; 1.484000 ; 0.78379 ; 24.503 ; OK
743 ; 1.486000 ; 0.28036 ; 24.503 ; OK
744 ; 1.488000 ; 1.14678 ; 24.442 ; OK
745 ; 1.490000 ; 1.29815 ; 24.499 ; OK
746 ; 1.492000 ; 0.98310 ; 24.530 ; OK
747 ; 1.494000 ; 1.64098 ; 24.510 ; OK
748 ; 1.496000 ; 1.03552 ; 24.443 ; OK
749 ; 1.498000 ; 0.65797 ; 24.516 ; OK
750 ; 1.500000 ; -0.20870 ; 24.558 ; OK
751 ; 1.502000 ; 0.00533 ; 24.404 ; OK
752 ; 1.504000 ; -1.30145 ; 24.481 ; OK
753 ; 1.506000 ; -1.17720 ; 24.503 ; OK
754 ; 1.508000 ; -1.68179 ; 24.486 ; OK
755 ; 1.510000 ; -1.37495 ; 24.449 ; OK
756 ; 1.512000 ; -0.90037 ; 24.418 ; OK
757 ; 1.514000 ; -0.42212 ; 24.569 ; OK
758 ; 1.516000 ; -0.81663 ; 24.539 ; OK
759 ; 1.518000 ; -0.38827 ; 24.464 ; OK
760 ; 1.520000 ; -0.91157 ; 24.604 ; OK
761 ; 1.522000 ; -0.99022 ; 24.585 ; OK
762 ; 1.524000 ; -2.15050 ; 24.563 ; OK
763 ; 1.526000 ; -2.16231 ; 24.505 ; OK
764 ; 1.528000 ; -2.60131 ; 24.608 ; OK
765 ; 1.530000 ; -2.62171 ; 24.585 ; OK
766 ; 1.532000 ; -2.67918 ; 24.523 ; OK
767 ; 1.534000 ; -2.49379 ; 24.545 ; OK
768 ; 1.536000 ; -1.42153 ; 24.568 ; OK
769 ; 1.538000 ; -1.81192 ; 24.569 ; OK
770 ; 1.540000 ; -0.85894 ; 24.566 ; OK
771 ; 1.542000 ; -1.31981 ; 24.568 ; OK
772 ; 1.544000 ; -1.86610 ; 24.515 ; OK
773 ; 1.546000 ; -1.41896 ; 24.580 ; OK
774 ; 1.548000 ; -2.19566 ; 24.647 ; OK
775 ; 1.550000 ; -2.24925 ; 24.611 ; OK
776 ; 1.552000 ; -2.10264 ; 24.525 ; OK
777 ; 1.554000 ; -2.24977 ; 24.529 ; OK
778 ; 1.556000 ; -1.54272 ; 24.613 ; OK
779 ; 1.558000 ; -1.27699 ; 24.634 ; OK
780 ; 1.560000 ; -0.49120 ; 24.630 ; OK
781 ; 1.562000 ; -0.32386 ; 24.698 ; OK
782 ; 1.564000 ; 0.02296 ; 24.601 ; OK
783 ; 1.566000 ; 0.18708 ; 24.559 ; OK
784 ; 1.568000 ; 0.79456 ; 24.649 ; OK
785 ; 1.570000 ; 0.09737 ; 24.590 ; OK
786 ; 1.572000 ; -0.67251 ; 24.781 ; OK
787 ; 1.574000 ; -0.47602 ; 24.668 ; OK
788 ; 1.576000 ; -0.58896 ; 24.735 ; OK
789 ; 1.578000 ; -0.53306 ; 24.734 ; OK
790 ; 1.580000 ; 0.75059 ; 24.622 ; OK
791 ; 1.582000 ; 1.09667 ; 24.683 ; OK
792 ; 1.584000 ; 1.74201 ; 24.558 ; OK
793 ; 1.586000 ; 2.20174 ; 24.742 ; OK
794 ; 1.588000 ; 1.99842 ; 24.611 ; OK
795 ; 1.590000 ; 1.91598 ; 24.700 ; OK
796 ; 1.592000 ; 2.03654 ; 24.595 ; OK
797 ; 1.594000 ; 1.67915 ; 24.748 ; OK
798 ; 1.596000 ; 1.32050 ; 24.728 ; OK
799 ; 1.598000 ; 0.72923 ; 24.751 ; OK
800 ; 1.600000 ; 1.16066 ; 24.662 ; OK
801 ; 1.602000 ; 1.14057 ; 24.628 ; OK
802 ; 1.604000 ; 1.74224 ; 24.722 ; OK
803 ; 1.606000 ; 1.99890 ; 24.642 ; OK
804 ; 1.608000 ; 2.56926 ; 24.678 ; OK
805 ; 1.610000 ; 2.82182 ; 24.773 ; OK
806 ; 1.612000 ; 2.89536 ; 24.690 ; OK
807 ; 1.614000 ; 2.65780 ; 24.690 ; OK
808 ; 1.616000 ; 2.16991 ; 24.804 ; OK
809 ; 1.618000 ; 1.55128 ; 24.784 ; OK
810 ; 1.620000 ; 1.32711 ; 24.812 ; OK
811 ; 1.622000 ; 1.04977 ; 24.762 ; OK
812 ; 1.624000 ; 0.67604 ; 24.791 ; OK
813 ; 1.626000 ; 0.42602 ; 24.710 ; OK
814 ; 1.628000 ; 1.25592 ; 24.817 ; OK
815 ; 1.630000 ; 1.54552 ; 24.790 ; OK
816 ; 1.632000 ; 1.60674 ; 24.802 ; OK
817 ; 1.634000 ; -999.0 ; 24.775 ; ERR
818 ; 1.636000 ; 1.09826 ; 24.740 ; OK
819 ; 1.638000 ; 0.58094 ; 24.781 ; OK
820 ; 1.640000 ; 0.64036 ; 24.817 ; OK
821 ; 1.642000 ; -0.51975 ; 24.807 ; OK
822 ; 1.644000 ; -0.62487 ; 24.768 ; OK
823 ; 1.646000 ; -1.02645 ; 24.806 ; OK
824 ; 1.648000 ; -1.18227 ; 24.841 ; OK
825 ; 1.650000 ; -1.17221 ; 24.869 ; OK
826 ; 1.652000 ; -0.49535 ; 24.734 ; OK
827 ; 1.654000 ; -0.61317 ; 24.766 ; OK
828 ; 1.656000 ; -0.72761 ; 24.808 ; OK
829 ; 1.658000 ; -0.35206 ; 24.879 ; OK
830 ; 1.660000 ; -0.66037 ; 24.770 ; OK
831 ; 1.662000 ; -0.90159 ; 24.738 ; OK
832 ; 1.664000 ; -1.42898 ; 24.716 ; OK
833 ; 1.666000 ; -2.52038 ; 24.905 ; OK
834 ; 1.668000 ; -2.88118 ; 24.806 ; OK
835 ; 1.670000 ; -2.09915 ; 24.865 ; OK
836 ; 1.672000 ; -2.33295 ; 24.828 ; OK
837 ; 1.674000 ; -1.64367 ; 24.900 ; OK
838 ; 1.676000 ; -2.19677 ; 24.827 ; OK
839 ; 1.678000 ; -1.55054 ; 24.826 ; OK
840 ; 1.680000 ; -1.22070 ; 24.801 ; OK
841 ; 1.682000 ; -1.33792 ; 24.838 ; OK
842 ; 1.684000 ; -1.73323 ; 24.833 ; OK
843 ; 1.686000 ; -1.87381 ; 24.901 ; OK
844 ; 1.688000 ; -2.08465 ; 24.844 ; OK
845 ; 1.690000 ; -2.19235 ; 24.859 ; OK
846 ; 1.692000 ; -2.08773 ; 24.907 ; OK
847 ; 1.694000 ; -2.32782 ; 24.844 ; OK
848 ; 1.696000 ; -2.01895 ; 24.887 ; OK
849 ; 1.698000 ; -1.12929 ; 24.848 ; OK
850 ; 1.700000 ; -0.46982 ; 24.824 ; OK
851 ; 1.702000 ; -0.19941 ; 24.875 ; OK
852 ; 1.704000 ; -0.37552 ; 24.861 ; OK
853 ; 1.706000 ; -0.05488 ; 24.835 ; OK
854 ; 1.708000 ; -0.81767 ; 24.957 ; OK
855 ; 1.710000 ; -0.42696 ; 24.947 ; OK
856 ; 1.712000 ; -0.93534 ; 24.916 ; OK
857 ; 1.714000 ; -0.80258 ; 24.918 ; OK
858 ; 1.716000 ; -0.53918 ; 24.882 ; OK
859 ; 1.718000 ; -0.02388 ; 25.009 ; OK
860 ; 1.720000 ; 0.02272 ; 24.942 ; OK
861 ; 1.722000 ; 0.42434 ; 24.986 ; OK
862 ; 1.724000 ; 1.16854 ; 24.992 ; OK
863 ; 1.726000 ; 1.70456 ; 24.932 ; OK
864 ; 1.728000 ; 1.96606 ; 25.005 ; OK
865 ; 1.730000 ; 1.47129 ; 24.973 ; OK
866 ; 1.732000 ; 1.49273 ; 25.081 ; OK
867 ; 1.734000 ; 1.57422 ; 24.930 ; OK
868 ; 1.736000 ; NaN ; 24.884 ; ERR
869 ; 1.738000 ; 0.71052 ; 24.905 ; OK
870 ; 1.740000 ; 1.12425 ; 24.977 ; OK
871 ; 1.742000 ; 1.55302 ; 24.992 ; OK
872 ; 1.744000 ; 2.07772 ; 25.015 ; OK
873 ; 1.746000 ; 2.61477 ; 25.031 ; OK
874 ; 1.748000 ; 2.52333 ; 24.938 ; OK
875 ; 1.750000 ; 2.94455 ; 24.990 ; OK
876 ; 1.752000 ; 2.82386 ; 24.982 ; OK
877 ; 1.754000 ; 2.41598 ; 25.053 ; OK
878 ; 1.756000 ; 1.88327 ; 24.992 ; OK
879 ; 1.758000 ; 1.37524 ; 25.082 ; OK
880 ; 1.760000 ; 1.38445 ; 25.020 ; OK
881 ; 1.762000 ; 1.27868 ; 24.939 ; OK
882 ; 1.764000 ; 1.78819 ; 25.049 ; OK
883 ; 1.766000 ; 1.11826 ; 25.010 ; OK
884 ; 1.768000 ; 1.53030 ; 25.069 ; OK
885 ; 1.770000 ; 1.16959 ; 24.911 ; OK
886 ; 1.772000 ; 1.53426 ; 24.974 ; OK
887 ; 1.774000 ; 2.03352 ; 25.040 ; OK
888 ; 1.776000 ; 1.57316 ; 24.941 ; OK
889 ; 1.778000 ; 0.58253 ; 25.056 ; OK
890 ; 1.780000 ; 0.35901 ; 25.015 ; OK
891 ; 1.782000 ; -0.01729 ; 25.038 ; OK
892 ; 1.784000 ; -0.67565 ; 25.127 ; OK
893 ; 1.786000 ; -1.20906 ; 25.059 ; OK
894 ; 1.788000 ; -1.16735 ; 25.103 ; OK
895 ; 1.790000 ; -0.21495 ; 25.002 ; OK
896 ; 1.792000 ; -0.67388 ; 25.074 ; OK
897 ; 1.794000 ; -0.36055 ; 24.977 ; OK
898 ; 1.796000 ; -0.04002 ; 25.086 ; OK
899 ; 1.798000 ; -0.50821 ; 25.111 ; OK
900 ; 1.800000 ; -0.66301 ; 25.136 ; OK
901 ; 1.802000 ; -1.07702 ; 25.127 ; OK
902 ; 1.804000 ; -1.96141 ; 25.083 ; OK
903 ; 1.806000 ; -2.09512 ; 25.090 ; OK
904 ; 1.808000 ; -2.53372 ; 25.093 ; OK
905 ; 1.810000 ; -2.46884 ; 25.095 ; OK
906 ; 1.812000 ; -2.35143 ; 25.087 ; OK
907 ; 1.814000 ; -2.02165 ; 25.023 ; OK
908 ; 1.816000 ; -1.52004 ; 25.119 ; OK
909 ; 1.818000 ; -1.10180 ; 25.042 ; OK
910 ; 1.820000 ; -1.28633 ; 25.097 ; OK
911 ; 1.822000 ; -1.77077 ; 25.135 ; OK
912 ; 1.824000 ; -1.50022 ; 25.174 ; OK
913 ; 1.826000 ; -2.04238 ; 25.126 ; OK
914 ; 1.828000 ; -2.59009 ; 25.144 ; OK
915 ; 1.830000 ; -2.53949 ; 25.159 ; OK
916 ; 1.832000 ; -2.35006 ; 25.142 ; OK
917 ; 1.834000 ; -2.08072 ; 25.198 ; OK
918 ; 1.836000 ; -1.51582 ; 25.145 ; OK
919 ; 1.838000 ; -1.42091 ; 25.175 ; OK
