time_s,mV
3.797222,-0.216408
3.8,-0.06887
3.802778,-0.114119
3.805556,-0.10813
3.808333,-0.223924
3.811111,-0.150263
3.813889,-0.231555
3.816667,-0.141341
3.819444,-0.084124
3.822222,-0.053949
3.825,-0.066597
3.827778,-0.068708
3.830556,-0.101653
3.833333,-0.15111
3.836111,-0.099217
3.838889,0.010303
3.841667,0.051251
3.844444,0.046851
3.847222,0.076356
3.85,-0.054007
3.852778,-0.031129
3.855556,0.0262
3.858333,0.099029
3.861111,0.13437
3.863889,0.229298
3.866667,0.159056
3.869444,0.038093
3.872222,0.097025
3.875,0.082864
3.877778,0.150168
3.880556,0.228766
3.883333,0.230566
3.886111,0.170548
3.888889,0.106365
3.891667,0.018496
3.894444,0.028675
3.897222,0.042679
3.9,0.152174
3.902778,0.110275
3.905556,0.169669
3.908333,0.074582
3.911111,-0.066931
3.913889,-0.080104
3.916667,-0.008192
3.919444,-0.009265
3.922222,0.042144
3.925,0.054267
3.927778,-0.051381
3.930556,-0.140126
3.933333,-0.142078
3.936111,-0.132965
3.938889,-0.056932
3.941667,0.021681
3.944444,-0.02771
3.947222,-0.033716
3.95,-0.114445
3.952778,-0.191563
3.955556,-0.175786
3.958333,-0.121606
3.961111,-0.094585
3.963889,-0.016591
3.966667,-0.084061
3.969444,-0.174961
3.972222,-0.229852
3.975,-0.203512
3.977778,-0.110647
3.980556,-0.074579
3.983333,-0.057968
3.986111,-0.084873
3.988889,-0.105496
3.991667,-0.153308
3.994444,-0.175705
3.997222,-0.121472
4.0,-0.102147
4.002778,-0.097528
4.005556,-0.054315
4.008333,-0.111446
4.011111,-0.186028
4.013889,-0.17706
4.016667,-0.138988
4.019444,-0.060354
4.022222,-0.037974
4.025,-0.05024
4.027778,-0.148005
4.030556,-0.158915
4.033333,-0.245455
4.036111,-0.22242
4.038889,-0.129485
4.041667,0.006012
4.044444,-0.058603
4.047222,-0.10739
4.05,-0.103675
4.052778,-0.187017
4.055556,-0.175994
4.058333,-0.117515
4.061111,-0.012941
4.063889,-0.04404
4.066667,-0.084523
4.069444,-0.148076
4.072222,-0.18034
4.075,-0.184109
4.077778,-0.068134
4.080556,-0.039679
4.083333,-0.051972
4.086111,-0.063283
4.088889,-0.107378
4.091667,-0.132429
4.094444,-0.151545
4.097222,-0.14165
4.1,-0.027201
4.102778,-0.005703
4.105556,-0.01443
4.108333,-0.095209
4.111111,-0.148941
4.113889,-0.131676
4.116667,-0.141211
4.119444,-0.035123
4.122222,-0.001054
4.125,-0.048087
4.127778,-0.028463
4.130556,-0.180417
4.133333,-0.173011
4.136111,-0.139801
4.138889,-0.040342
4.141667,-0.033872
4.144444,0.028865
4.147222,-0.038463
4.15,-0.087808
4.152778,-0.18437
4.155556,-0.174823
4.158333,-0.049848
4.161111,-0.054761
4.163889,0.033652
4.166667,-0.039836
4.169444,-0.082851
4.172222,-0.183467
4.175,-0.155226
4.177778,-0.067539
4.180556,-0.034808
4.183333,0.041242
4.186111,-0.022575
4.188889,-0.091883
4.191667,-0.112135
4.194444,-0.136728
4.197222,-0.044806
4.2,0.00319
4.202778,0.026225
4.205556,0.046025
4.208333,-0.025297
4.211111,-0.084686
4.213889,-0.100551
4.216667,-0.096077
4.219444,0.046778
4.222222,0.038341
4.225,0.072526
4.227778,-0.03819
4.230556,-0.124958
4.233333,-0.11424
4.236111,-0.074397
4.238889,-0.03062
4.241667,0.032487
4.244444,0.062524
4.247222,-0.036593
4.25,-0.033127
4.252778,-0.055981
4.255556,-0.109034
4.258333,-0.003945
4.261111,0.091175
4.263889,0.074801
4.266667,0.033249
4.269444,-0.043457
4.272222,-0.099115
4.275,-0.037517
4.277778,0.025379
4.280556,0.050368
4.283333,0.037194
4.286111,0.103942
4.288889,-0.040907
4.291667,-0.05511
4.294444,-0.050656
4.297222,-0.021981
4.3,0.07502
4.302778,0.099761
4.305556,0.095884
4.308333,-0.034452
4.311111,-0.088397
4.313889,-0.04963
4.316667,-0.008344
4.319444,0.066236
4.322222,0.012381
4.325,0.100897
4.327778,0.062922
4.330556,-0.083451
4.333333,-0.067444
4.336111,-0.011452
4.338889,-0.014709
4.341667,0.08676
4.344444,0.085243
4.347222,0.09932
4.35,-0.060983
4.352778,-0.047271
4.355556,0.013443
4.358333,0.024002
4.361111,0.099903
4.363889,0.164139
4.366667,0.097255
4.369444,0.004447
4.372222,-0.068949
4.375,-0.027879
4.377778,0.07092
4.380556,0.100794
4.383333,0.166323
4.386111,0.103776
4.388889,0.000219
4.391667,-0.039287
4.394444,0.003089
4.397222,0.012242
4.4,0.061069
4.402778,0.176198
4.405556,0.070594
4.408333,0.016291
4.411111,-0.011451
4.413889,-0.020964
4.416667,0.075176
4.419444,0.028756
4.422222,0.156049
4.425,0.180924
4.427778,0.082553
4.430556,0.023753
4.433333,0.045917
4.436111,0.069856
4.438889,0.131433
4.441667,0.190865
4.444444,0.154758
4.447222,0.182631
4.45,0.100922
4.452778,0.08002
4.455556,0.15453
4.458333,0.183829
4.461111,0.210916
4.463889,0.258989
4.466667,0.216324
4.469444,0.167417
4.472222,0.054471
4.475,0.117115
4.477778,0.151506
4.480556,0.232288
4.483333,0.230378
4.486111,0.176064
4.488889,0.156732
4.491667,0.121153
4.494444,0.079749
4.497222,0.118045
4.5,0.184945
4.502778,0.254338
4.505556,0.15949
4.508333,0.083785
4.511111,0.050361
4.513889,0.017495
4.516667,0.089249
4.519444,0.141437
4.522222,0.177495
4.525,0.12798
4.527778,0.147134
4.530556,0.046399
4.533333,0.031125
4.536111,0.053594
4.538889,0.125449
4.541667,0.134887
4.544444,0.176414
4.547222,0.034175
4.55,-0.022798
4.552778,-0.01095
4.555556,0.201113
4.558333,0.493023
4.561111,0.784836
4.563889,1.08935
4.566667,1.109734
4.569444,1.002049
4.572222,0.746985
4.575,0.511388
4.577778,0.250358
4.580556,0.099221
4.583333,0.025099
4.586111,-0.022453
4.588889,-0.063391
4.591667,-0.069019
4.594444,-0.028552
4.597222,0.0592
4.6,0.164188
4.602778,0.250429
4.605556,0.213222
4.608333,0.140302
4.611111,0.066783
4.613889,0.074012
4.616667,0.121258
4.619444,0.202004
4.622222,0.297021
4.625,0.247443
4.627778,0.246596
4.630556,0.10587
4.633333,0.118288
4.636111,0.100907
4.638889,0.232773
4.641667,0.296439
4.644444,0.384066
4.647222,0.27868
4.65,0.266317
4.652778,0.23717
4.655556,0.255992
4.658333,0.361575
4.661111,0.387775
4.663889,0.411018
4.666667,0.423778
4.669444,0.370053
4.672222,0.370975
4.675,0.347313
4.677778,0.42025
4.680556,0.55654
4.683333,0.5681
4.686111,0.564537
4.688889,0.471377
4.691667,0.436839
4.694444,0.392781
4.697222,0.479012
4.7,0.519629
4.702778,0.58478
4.705556,0.560607
4.708333,0.507556
4.711111,0.340348
4.713889,0.337945
4.716667,0.4108
4.719444,0.423395
4.722222,0.467902
4.725,0.466744
4.727778,0.373914
4.730556,0.258461
4.733333,0.258806
4.736111,0.292266
4.738889,0.29549
4.741667,0.365124
4.744444,0.412743
4.747222,0.294939
4.75,0.250658
4.752778,0.203095
4.755556,0.180507
4.758333,0.284809
4.761111,0.28391
4.763889,0.310081
4.766667,0.319684
4.769444,0.236658
4.772222,0.19011
4.775,0.157133
4.777778,0.254612
4.780556,0.302512
4.783333,0.336214
4.786111,0.30003
4.788889,0.188886
4.791667,0.140847
4.794444,0.184886
4.797222,0.2521
4.8,0.292115
4.802778,0.307535
4.805556,0.297883
4.808333,0.277368
4.811111,0.200043
4.813889,0.192442
4.816667,0.212964
4.819444,0.280541
4.822222,0.298102
4.825,0.308039
4.827778,0.244826
4.830556,0.176294
4.833333,0.186999
4.836111,0.209765
4.838889,0.337445
4.841667,0.315183
4.844444,0.315795
4.847222,0.274422
4.85,0.229807
4.852778,0.169626
4.855556,0.155604
4.858333,0.264067
4.861111,0.364464
4.863889,0.379973
4.866667,0.269916
4.869444,0.29105
4.872222,0.216902
4.875,0.210816
4.877778,0.366915
4.880556,0.336766
4.883333,0.384404
4.886111,0.280538
4.888889,0.229655
4.891667,0.205072
4.894444,0.217763
4.897222,0.254956
4.9,0.342332
4.902778,0.385518
4.905556,0.366006
4.908333,0.291664
4.911111,0.254977
4.913889,0.216419
4.916667,0.281795
4.919444,0.367335
4.922222,0.434298
4.925,0.352818
4.927778,0.266845
4.930556,0.2156
4.933333,0.191158
4.936111,0.284556
4.938889,0.264437
4.941667,0.410231
4.944444,0.334878
4.947222,0.334008
4.95,0.227166
4.952778,0.228158
4.955556,0.21846
4.958333,0.278117
4.961111,0.364371
4.963889,0.400762
4.966667,0.362676
4.969444,0.25484
4.972222,0.241271
4.975,0.296155
4.977778,0.302606
4.980556,0.343897
4.983333,0.410271
4.986111,0.312497
4.988889,0.322295
4.991667,0.247947
4.994444,0.241989
4.997222,0.310121
5.0,0.374311
5.002778,0.429597
5.005556,0.40661
5.008333,0.298479
5.011111,0.250256
5.013889,0.25922
5.016667,0.264228
5.019444,0.285374
5.022222,0.430987
5.025,0.354468
5.027778,0.324874
5.030556,0.280285
5.033333,0.220127
5.036111,0.298987
5.038889,0.36968
5.041667,0.445149
5.044444,0.447488
5.047222,0.360569
5.05,0.306701
5.052778,0.291693
5.055556,0.314916
5.058333,0.387184
5.061111,0.431718
5.063889,0.420521
5.066667,0.433845
5.069444,0.31521
5.072222,0.310658
5.075,0.219376
5.077778,0.343238
5.080556,0.367417
5.083333,0.41663
5.086111,0.406366
5.088889,0.270291
5.091667,0.26914
5.094444,0.297391
5.097222,0.370787
5.1,0.408978
5.102778,0.491091
5.105556,0.419373
5.108333,0.332848
5.111111,0.248236
5.113889,0.303005
5.116667,0.283251
5.119444,0.380987
5.122222,0.48526
5.125,0.433879
5.127778,0.376507
5.130556,0.30769
5.133333,0.318432
5.136111,0.315582
5.138889,0.401418
5.141667,0.474399
5.144444,0.397924
5.147222,0.441804
5.15,0.3314
5.152778,0.285587
5.155556,0.327327
5.158333,0.362076
5.161111,0.423551
5.163889,0.421494
5.166667,0.426039
5.169444,0.361401
5.172222,0.272394
5.175,0.34548
5.177778,0.364429
5.180556,0.436551
5.183333,0.433779
5.186111,0.446917
5.188889,0.312762
5.191667,0.296437
5.194444,0.252941
5.197222,0.382868
5.2,0.39227
5.202778,0.435374
5.205556,0.450892
5.208333,0.35543
5.211111,0.393709
5.213889,0.329933
5.216667,0.375346
5.219444,0.353033
5.222222,0.479259
5.225,0.525348
5.227778,0.396586
5.230556,0.343533
5.233333,0.39089
5.236111,0.363213
5.238889,0.542563
5.241667,0.542503
5.244444,0.566139
5.247222,0.475064
5.25,0.450186
5.252778,0.413686
5.255556,0.435767
5.258333,0.50809
5.261111,0.574931
5.263889,0.607953
5.266667,0.575849
5.269444,0.48933
5.272222,0.378875
5.275,0.464494
5.277778,0.467598
5.280556,0.528748
5.283333,0.500494
5.286111,0.498497
5.288889,0.461894
5.291667,0.37061
5.294444,0.412027
5.297222,0.458437
5.3,0.482331
5.302778,0.514351
5.305556,0.459773
5.308333,0.470611
5.311111,0.354924
5.313889,0.377886
5.316667,0.35846
5.319444,0.42551
5.322222,0.475342
5.325,0.429997
5.327778,0.424593
5.330556,0.397091
5.333333,0.318648
5.336111,0.290051
5.338889,0.364239
5.341667,0.371761
5.344444,0.462831
5.347222,0.558161
5.35,0.688649
5.352778,0.916405
5.355556,1.199461
5.358333,1.414654
5.361111,1.40893
5.363889,1.289894
5.366667,0.967569
5.369444,0.559642
5.372222,0.344848
5.375,0.186772
5.377778,0.255875
5.380556,0.286419
5.383333,0.36152
5.386111,0.399517
5.388889,0.353017
5.391667,0.308046
5.394444,0.338342
5.397222,0.399532
5.4,0.426984
5.402778,0.520032
5.405556,0.500128
5.408333,0.447087
5.411111,0.40585
5.413889,0.356234
5.416667,0.425796
5.419444,0.527242
5.422222,0.609965
5.425,0.53048
5.427778,0.5002
5.430556,0.507204
5.433333,0.42614
5.436111,0.484132
5.438889,0.564165
5.441667,0.622923
5.444444,0.672766
5.447222,0.616494
5.45,0.536092
5.452778,0.604656
5.455556,0.576178
5.458333,0.664348
5.461111,0.72968
5.463889,0.793522
5.466667,0.701727
5.469444,0.708924
5.472222,0.654956
5.475,0.67328
5.477778,0.715924
5.480556,0.862496
5.483333,0.880525
5.486111,0.835236
5.488889,0.744186
5.491667,0.695368
5.494444,0.657757
5.497222,0.686491
5.5,0.793837
5.502778,0.794734
5.505556,0.710603
5.508333,0.664158
5.511111,0.565407
5.513889,0.583438
5.516667,0.617717
5.519444,0.6735
5.522222,0.694956
5.525,0.664075
5.527778,0.59434
5.530556,0.524111
5.533333,0.521888
5.536111,0.51101
5.538889,0.624281
5.541667,0.669721
5.544444,0.584783
5.547222,0.538949
5.55,0.448982
5.552778,0.357152
5.555556,0.425802
5.558333,0.475954
5.561111,0.55794
5.563889,0.545137
5.566667,0.531391
5.569444,0.449721
5.572222,0.382753
5.575,0.369702
5.577778,0.439115
5.580556,0.515157
5.583333,0.513227
5.586111,0.48888
5.588889,0.444005
5.591667,0.410311
5.594444,0.418419
5.597222,0.394575
5.6,0.473405
5.602778,0.533292
5.605556,0.490053
5.608333,0.462512
5.611111,0.425332
5.613889,0.386097
5.616667,0.445057
5.619444,0.544523
5.622222,0.529163
5.625,0.617079
5.627778,0.514369
5.630556,0.476035
5.633333,0.391228
5.636111,0.400869
5.638889,0.456958
5.641667,0.512389
5.644444,0.535931
5.647222,0.479883
5.65,0.469218
5.652778,0.37192
5.655556,0.410039
5.658333,0.459146
5.661111,0.527113
5.663889,0.567061
5.666667,0.466219
5.669444,0.424814
5.672222,0.392288
5.675,0.451403
5.677778,0.461167
5.680556,0.529483
5.683333,0.557704
5.686111,0.536529
5.688889,0.469729
5.691667,0.367161
5.694444,0.392465
5.697222,0.395757
5.7,0.52175
5.702778,0.535035
5.705556,0.534886
5.708333,0.433735
5.711111,0.410791
5.713889,0.355048
5.716667,0.483807
5.719444,0.515101
5.722222,0.504208
5.725,0.522309
5.727778,0.416696
5.730556,0.363
5.733333,0.430995
5.736111,0.416157
5.738889,0.417039
5.741667,0.553236
5.744444,0.533783
5.747222,0.521203
5.75,0.377799
5.752778,0.415578
5.755556,0.43949
5.758333,0.481892
5.761111,0.528024
5.763889,0.55259
5.766667,0.453272
5.769444,0.434679
5.772222,0.372316
5.775,0.401458
5.777778,0.411949
5.780556,0.479932
5.783333,0.531243
5.786111,0.435193
5.788889,0.441397
5.791667,0.388986
5.794444,0.402256
5.797222,0.467905
5.8,0.481537
5.802778,0.56353
5.805556,0.561789
5.808333,0.503645
5.811111,0.407262
5.813889,0.390644
5.816667,0.451902
5.819444,0.526575
5.822222,0.486563
5.825,0.502011
5.827778,0.50017
5.830556,0.413676
5.833333,0.372731
5.836111,0.347951
5.838889,0.49987
5.841667,0.485806
5.844444,0.544815
5.847222,0.446645
5.85,0.425629
5.852778,0.34687
5.855556,0.341952
5.858333,0.442099
5.861111,0.539908
5.863889,0.562666
5.866667,0.559826
5.869444,0.406146
5.872222,0.331129
5.875,0.341235
5.877778,0.415519
5.880556,0.485245
5.883333,0.573696
5.886111,0.500344
5.888889,0.406161
5.891667,0.366999
5.894444,0.390401
5.897222,0.454368
5.9,0.505294
5.902778,0.528823
5.905556,0.527891
5.908333,0.434369
5.911111,0.362467
5.913889,0.372089
5.916667,0.425436
5.919444,0.381944
5.922222,0.47949
5.925,0.5297
5.927778,0.472898
5.930556,0.428572
5.933333,0.346756
5.936111,0.397118
5.938889,0.466758
5.941667,0.556047
5.944444,0.539951
5.947222,0.446773
5.95,0.45549
5.952778,0.393117
5.955556,0.412349
5.958333,0.444926
5.961111,0.517005
5.963889,0.505869
5.966667,0.465101
5.969444,0.374157
5.972222,0.35389
5.975,0.37154
5.977778,0.455185
5.980556,0.450032
5.983333,0.518416
5.986111,0.470762
5.988889,0.454154
5.991667,0.366946
5.994444,0.380345
5.997222,0.433079
6.0,0.471996
6.002778,0.470712
6.005556,0.47816
6.008333,0.388089
6.011111,0.352627
6.013889,0.308288
6.016667,0.397457
6.019444,0.490175
6.022222,0.473674
6.025,0.530278
6.027778,0.439359
6.030556,0.351905
6.033333,0.360442
6.036111,0.367555
6.038889,0.519379
6.041667,0.523153
6.044444,0.51957
6.047222,0.45642
6.05,0.404743
6.052778,0.403325
6.055556,0.437523
6.058333,0.493787
6.061111,0.514105
6.063889,0.605564
6.066667,0.518553
6.069444,0.505289
6.072222,0.471867
6.075,0.414351
6.077778,0.504836
6.080556,0.588589
6.083333,0.5593
6.086111,0.559175
6.088889,0.387017
6.091667,0.398613
6.094444,0.363812
6.097222,0.468562
6.1,0.537146
6.102778,0.478499
6.105556,0.491297
6.108333,0.428432
6.111111,0.395886
6.113889,0.323498
6.116667,0.365458
6.119444,0.387053
6.122222,0.486434
6.125,0.460967
6.127778,0.389344
6.130556,0.373988
6.133333,0.239345
6.136111,0.327567
6.138889,0.404007
6.141667,0.491971
6.144444,0.466354
6.147222,0.423686
6.15,0.292248
6.152778,0.218332
6.155556,0.284457
6.158333,0.267537
6.161111,0.422693
6.163889,0.50689
6.166667,0.669589
6.169444,0.775305
6.172222,1.017897
6.175,1.17955
6.177778,1.302544
6.180556,1.316461
6.183333,1.106473
6.186111,0.843055
6.188889,0.49153
6.191667,0.281378
6.194444,0.104694
6.197222,0.192066
6.2,0.244424
6.202778,0.279325
6.205556,0.324347
6.208333,0.268638
6.211111,0.282339
6.213889,0.27016
6.216667,0.331366
6.219444,0.439336
6.222222,0.415846
6.225,0.46765
6.227778,0.387999
6.230556,0.289351
6.233333,0.284138
6.236111,0.315477
6.238889,0.402712
6.241667,0.498148
6.244444,0.506107
6.247222,0.460618
6.25,0.345556
6.252778,0.317025
6.255556,0.352499
6.258333,0.466381
6.261111,0.56869
6.263889,0.507955
6.266667,0.519242
6.269444,0.394459
6.272222,0.47454
6.275,0.392248
6.277778,0.518774
6.280556,0.612934
6.283333,0.616128
6.286111,0.614751
6.288889,0.552368
6.291667,0.548219
6.294444,0.55475
6.297222,0.578703
6.3,0.68339
6.302778,0.674352
6.305556,0.698637
6.308333,0.620198
6.311111,0.62424
6.313889,0.543747
6.316667,0.632573
6.319444,0.655729
6.322222,0.696125
6.325,0.666836
6.327778,0.625165
6.330556,0.560785
6.333333,0.494852
6.336111,0.487124
6.338889,0.581782
6.341667,0.590805
6.344444,0.609912
6.347222,0.510859
6.35,0.433572
6.352778,0.401301
6.355556,0.415428
6.358333,0.44603
6.361111,0.461008
6.363889,0.496565
6.366667,0.428806
6.369444,0.386345
6.372222,0.355493
6.375,0.29232
6.377778,0.372054
6.380556,0.435473
6.383333,0.422978
6.386111,0.365546
6.388889,0.342728
6.391667,0.256
6.394444,0.240385
6.397222,0.219732
6.4,0.378486
6.402778,0.383396
6.405556,0.342668
6.408333,0.30414
6.411111,0.265381
6.413889,0.201949
6.416667,0.253769
6.419444,0.290289
6.422222,0.410704
6.425,0.366986
6.427778,0.30518
6.430556,0.251908
6.433333,0.16537
6.436111,0.205953
6.438889,0.262378
6.441667,0.368015
6.444444,0.377439
6.447222,0.324294
6.45,0.259774
6.452778,0.171954
6.455556,0.246892
6.458333,0.241379
6.461111,0.323717
6.463889,0.317511
6.466667,0.324725
6.469444,0.243241
6.472222,0.171227
6.475,0.222957
6.477778,0.244722
6.480556,0.380797
6.483333,0.419135
6.486111,0.375693
6.488889,0.226235
6.491667,0.166507
6.494444,0.197003
6.497222,0.27351
6.5,0.296042
6.502778,0.3439
6.505556,0.280298
6.508333,0.232554
6.511111,0.192042
6.513889,0.152875
6.516667,0.226783
6.519444,0.269117
6.522222,0.338091
6.525,0.349848
6.527778,0.231081
6.530556,0.233552
6.533333,0.157466
6.536111,0.194733
6.538889,0.265632
6.541667,0.3231
6.544444,0.366836
6.547222,0.286214
6.55,0.205263
6.552778,0.125581
6.555556,0.147565
6.558333,0.237816
6.561111,0.331088
6.563889,0.306716
6.566667,0.233542
6.569444,0.138771
6.572222,0.149806
6.575,0.131465
6.577778,0.254413
6.580556,0.264742
6.583333,0.267741
6.586111,0.264295
6.588889,0.157657
6.591667,0.138951
6.594444,0.140712
6.597222,0.159333
6.6,0.271433
6.602778,0.313964
6.605556,0.290599
6.608333,0.176034
6.611111,0.122557
6.613889,0.102101
6.616667,0.104994
6.619444,0.259795
6.622222,0.287629
6.625,0.222066
6.627778,0.229407
6.630556,0.133497
6.633333,0.062166
6.636111,0.131584
6.638889,0.199984
6.641667,0.260847
6.644444,0.276076
6.647222,0.230894
6.65,0.124346
6.652778,0.055076
6.655556,0.127185
6.658333,0.203377
6.661111,0.249873
6.663889,0.226349
6.666667,0.166608
6.669444,0.162942
6.672222,0.055876
6.675,0.07949
6.677778,0.165804
6.680556,0.250894
6.683333,0.25794
6.686111,0.230457
6.688889,0.158966
6.691667,0.06222
6.694444,0.093514
6.697222,0.152904
6.7,0.169853
6.702778,0.232054
6.705556,0.207635
6.708333,0.168675
6.711111,0.089482
6.713889,0.085953
6.716667,0.154799
6.719444,0.163515
6.722222,0.199494
6.725,0.22178
6.727778,0.179495
6.730556,0.148044
6.733333,0.05866
6.736111,0.154851
6.738889,0.156119
6.741667,0.188856
6.744444,0.174027
6.747222,0.213023
6.75,0.112568
6.752778,0.058472
6.755556,0.091308
6.758333,0.138329
6.761111,0.192683
6.763889,0.238696
6.766667,0.196337
6.769444,0.171982
6.772222,0.059013
6.775,0.065057
6.777778,0.134029
6.780556,0.190266
6.783333,0.197118
6.786111,0.074624
6.788889,0.044352
6.791667,0.035494
6.794444,0.044997
6.797222,0.089737
6.8,0.152468
6.802778,0.198609
6.805556,0.155682
6.808333,0.056287
6.811111,0.075449
6.813889,0.023208
6.816667,0.077435
6.819444,0.131288
6.822222,0.166913
6.825,0.152515
6.827778,0.087122
6.830556,0.030877
6.833333,0.009891
6.836111,0.01597
6.838889,0.08584
6.841667,0.153869
6.844444,0.154642
6.847222,0.11133
6.85,0.005728
6.852778,0.016139
6.855556,0.056756
6.858333,0.095049
6.861111,0.125243
6.863889,0.182888
6.866667,0.116553
6.869444,0.032294
6.872222,0.001497
6.875,0.023119
6.877778,0.073531
6.880556,0.046147
6.883333,0.135982
6.886111,0.0979
6.888889,0.042567
6.891667,0.012334
6.894444,0.006323
6.897222,0.101827
6.9,0.099706
6.902778,0.179488
6.905556,0.149044
6.908333,0.070773
6.911111,0.020149
6.913889,0.008815
6.916667,0.049503
6.919444,0.148289
6.922222,0.179165
6.925,0.205161
6.927778,0.17194
6.930556,0.051747
6.933333,0.034093
6.936111,0.049903
6.938889,0.141644
6.941667,0.195521
6.944444,0.163288
6.947222,0.194294
6.95,0.073532
6.952778,0.033266
6.955556,0.079443
6.958333,0.167691
6.961111,0.070973
6.963889,0.15957
6.966667,0.136662
6.969444,0.053835
6.972222,-0.025193
6.975,-0.062503
6.977778,0.039366
6.980556,0.09894
6.983333,0.137872
6.986111,0.109139
6.988889,-0.00439
6.991667,-0.075966
6.994444,-0.023029
6.997222,-0.006212
7.0,0.066177
7.002778,0.047984
7.005556,0.062382
7.008333,-0.011645
7.011111,-0.064364
7.013889,-0.123839
7.016667,-0.034869
7.019444,-0.032277
7.022222,-0.035259
7.025,-0.062787
7.027778,-0.099614
7.030556,-0.09911
7.033333,-0.041891
7.036111,0.171596
7.038889,0.443444
7.041667,0.722542
7.044444,0.883855
7.047222,0.962181
7.05,0.803394
7.052778,0.657264
7.055556,0.42713
7.058333,0.188043
7.061111,0.081849
7.063889,-0.087195
7.066667,-0.173664
7.069444,-0.224197
7.072222,-0.256512
7.075,-0.244471
7.077778,-0.13781
7.080556,0.002269
7.083333,0.03201
7.086111,0.000537
7.088889,-0.056111
7.091667,-0.096086
7.094444,-0.095653
7.097222,-0.033359
7.1,0.070128
7.102778,0.11424
7.105556,-0.019252
7.108333,-0.035532
7.111111,-0.093199
7.113889,-0.098707
7.116667,-0.082578
7.119444,0.019304
7.122222,0.076601
7.125,0.066316
7.127778,0.003884
7.130556,-0.069688
7.133333,-0.051661
7.136111,-0.001548
7.138889,0.107511
7.141667,0.116503
7.144444,0.114246
7.147222,0.083686
7.15,0.051198
7.152778,0.097958
7.155556,0.086072
7.158333,0.106552
7.161111,0.225285
7.163889,0.198163
7.166667,0.228267
7.169444,0.181725
7.172222,0.099262
7.175,0.126937
7.177778,0.206894
7.180556,0.259546
7.183333,0.302567
7.186111,0.24926
7.188889,0.177696
7.191667,0.158866
7.194444,0.131183
7.197222,0.203321
7.2,0.251808
7.202778,0.305704
7.205556,0.241444
7.208333,0.141698
7.211111,0.118829
7.213889,0.089825
7.216667,0.040391
7.219444,0.156441
7.222222,0.170623
7.225,0.200373
7.227778,0.111655
7.230556,-0.061572
7.233333,-0.050654
7.236111,0.002611
7.238889,0.037618
7.241667,0.063114
7.244444,0.041682
7.247222,0.025994
7.25,-0.039327
7.252778,-0.092503
7.255556,-0.147143
7.258333,-0.062903
7.261111,-0.074682
7.263889,-0.033039
7.266667,-0.019122
7.269444,-0.109184
7.272222,-0.115696
7.275,-0.144
7.277778,-0.10603
7.280556,-0.035343
7.283333,-0.062643
7.286111,-0.039566
7.288889,-0.097022
7.291667,-0.17029
7.294444,-0.215949
7.297222,-0.141863
7.3,-0.052798
7.302778,-0.053422
7.305556,-0.105784
7.308333,-0.123482
7.311111,-0.176413
7.313889,-0.239336
7.316667,-0.189078
7.319444,-0.096977
7.322222,0.009451
7.325,-0.086705
7.327778,-0.168341
7.330556,-0.225352
7.333333,-0.261621
7.336111,-0.18514
7.338889,-0.114079
7.341667,-0.061277
7.344444,-0.063694
7.347222,-0.158644
7.35,-0.16434
7.352778,-0.216241
7.355556,-0.209357
7.358333,-0.167482
7.361111,-0.01007
7.363889,-0.035693
7.366667,-0.11957
7.369444,-0.185594
7.372222,-0.246508
7.375,-0.234515
7.377778,-0.168417
7.380556,-0.151477
7.383333,-0.017106
7.386111,-0.167751
7.388889,-0.137126
7.391667,-0.226734
7.394444,-0.206617
7.397222,-0.247811
7.4,-0.111769
7.402778,-0.041461
7.405556,-0.157284
7.408333,-0.181322
7.411111,-0.199345
7.413889,-0.221366
7.416667,-0.168761
7.419444,-0.116004
7.422222,-0.083605
7.425,-0.118808
7.427778,-0.191495
7.430556,-0.204283
7.433333,-0.262158
7.436111,-0.270513
7.438889,-0.154279
7.441667,-0.118486
7.444444,-0.108382
7.447222,-0.189211
7.45,-0.233125
7.452778,-0.248893
7.455556,-0.238545
7.458333,-0.187188
7.461111,-0.186247
7.463889,-0.118868
7.466667,-0.115367
7.469444,-0.230334
7.472222,-0.289577
7.475,-0.25149
7.477778,-0.168445
7.480556,-0.086989
7.483333,-0.079909
7.486111,-0.146822
7.488889,-0.172571
7.491667,-0.234903
7.494444,-0.296077
7.497222,-0.225582
7.5,-0.202369
7.502778,-0.083118
7.505556,-0.118554
7.508333,-0.209305
7.511111,-0.297637
7.513889,-0.236269
7.516667,-0.269832
7.519444,-0.155585
7.522222,-0.147222
7.525,-0.117405
7.527778,-0.203213
7.530556,-0.276165
7.533333,-0.310547
7.536111,-0.254091
7.538889,-0.15932
7.541667,-0.152626
7.544444,-0.103492
7.547222,-0.168538
7.55,-0.204222
7.552778,-0.299555
7.555556,-0.266262
7.558333,-0.194094
7.561111,-0.141026
7.563889,-0.144613
7.566667,-0.134158
7.569444,-0.245682
7.572222,-0.286756
7.575,-0.269995
7.577778,-0.180756
7.580556,-0.195914
7.583333,-0.109731
7.586111,-0.217269
7.588889,-0.251011
7.591667,-0.320069
7.594444,-0.276077
7.597222,-0.232828
7.6,-0.171012
7.602778,-0.122689
7.605556,-0.133133
7.608333,-0.268032
7.611111,-0.32891
7.613889,-0.314642
7.616667,-0.269011
7.619444,-0.197145
7.622222,-0.211904
7.625,-0.188751
7.627778,-0.228715
7.630556,-0.250008
7.633333,-0.314645
