timestamp,acc_x,acc_y,acc_z
2026-03-14 09:15:11.700,1.4083,0.6068,9.4115
2026-03-14 09:15:11.710,1.4592,0.6865,9.5502
2026-03-14 09:15:11.720,1.055,0.4533,9.3703
2026-03-14 09:15:11.730,0.9676,0.3071,9.7762
2026-03-14 09:15:11.740,0.9954,-0.0256,10.0293
2026-03-14 09:15:11.750,1.2379,0.1598,9.7469
2026-03-14 09:15:11.760,1.3053,-0.2083,9.6373
2026-03-14 09:15:11.770,1.0729,0.0485,9.9462
2026-03-14 09:15:11.780,0.6815,0.2287,9.2975
2026-03-14 09:15:11.790,0.7219,-0.2033,9.4132
2026-03-14 09:15:11.800,0.5225,-0.1412,9.5734
2026-03-14 09:15:11.810,0.54,0.0097,9.6161
2026-03-14 09:15:11.820,0.2171,-0.0198,10.1135
2026-03-14 09:15:11.830,0.2302,0.1102,9.8326
2026-03-14 09:15:11.840,0.033,0.2426,10.2643
2026-03-14 09:15:11.850,0.0485,0.1872,10.2728
2026-03-14 09:15:11.860,-0.4231,0.3401,9.7481
2026-03-14 09:15:11.870,-0.171,0.3374,10.1326
2026-03-14 09:15:11.880,-0.598,0.3619,9.9287
2026-03-14 09:15:11.890,-0.6378,0.1594,
2026-03-14 09:15:11.900,-0.6095,0.0182,9.5975
2026-03-14 09:15:11.910,,0.1554,9.8899
2026-03-14 09:15:11.920,-0.8473,-0.265,10.2893
2026-03-14 09:15:11.930,-1.1475,-0.3323,10.0435
2026-03-14 09:15:11.940,-1.3804,-0.4632,10.2907
2026-03-14 09:15:11.950,-1.4618,-0.3805,10.0142
2026-03-14 09:15:11.960,-1.4935,-0.629,9.7742
2026-03-14 09:15:11.970,-1.4689,-0.8439,9.5285
2026-03-14 09:15:11.980,-1.5807,-0.8707,9.6583
2026-03-14 09:15:11.990,-1.4047,-1.2577,9.4128
2026-03-14 09:15:12.000,-1.6817,-1.374,9.688
2026-03-14 09:15:12.010,-1.587,-1.1793,9.8064
2026-03-14 09:15:12.020,-1.4604,-0.978,10.1142
2026-03-14 09:15:12.030,-1.3695,-1.2442,9.5163
2026-03-14 09:15:12.040,-1.2961,-1.0994,9.5848
2026-03-14 09:15:12.050,-0.9437,-0.8752,
2026-03-14 09:15:12.060,-0.5966,-0.9252,9.3684
2026-03-14 09:15:12.070,-0.6405,-0.6173,9.5691
2026-03-14 09:15:12.080,-0.362,-0.3462,9.5573
2026-03-14 09:15:12.090,-0.2188,-0.2158,
2026-03-14 09:15:12.100,-0.2162,0.1409,10.0858
2026-03-14 09:15:12.110,0.2076,-0.0076,10.0936
2026-03-14 09:15:12.120,0.5199,0.4148,10.2975
2026-03-14 09:15:12.130,0.6076,0.5224,9.9344
2026-03-14 09:15:12.140,0.8128,0.8393,9.677
2026-03-14 09:15:12.150,0.9452,0.7484,9.7824
2026-03-14 09:15:12.160,1.0508,1.0178,9.6172
2026-03-14 09:15:12.170,1.3863,0.8028,9.7579
2026-03-14 09:15:12.180,1.4533,1.2102,9.8708
2026-03-14 09:15:12.190,1.3324,0.9203,10.3396
2026-03-14 09:15:12.200,1.1511,0.9049,10.2005
2026-03-14 09:15:12.210,1.3338,1.0639,9.9191
2026-03-14 09:15:12.220,1.4751,0.5447,10.0242
2026-03-14 09:15:12.230,1.476,0.6048,9.9129
2026-03-14 09:15:12.240,1.6793,0.063,9.4608
2026-03-14 09:15:12.250,1.0043,0.2119,9.423
2026-03-14 09:15:12.260,1.1478,-0.0003,9.3184
2026-03-14 09:15:12.270,1.0901,0.118,9.4213
2026-03-14 09:15:12.280,1.1348,0.0583,9.4854
2026-03-14 09:15:12.290,0.703,-0.1609,9.8388
2026-03-14 09:15:12.300,0.789,0.3024,9.8623
2026-03-14 09:15:12.310,0.6023,-0.0807,9.7015
2026-03-14 09:15:12.320,0.7955,-0.0769,10.0694
2026-03-14 09:15:12.330,0.4321,-0.1648,9.8487
2026-03-14 09:15:12.340,0.5473,-0.1431,9.6419
2026-03-14 09:15:12.350,0.625,0.3174,9.8778
2026-03-14 09:15:12.360,0.0742,0.0649,9.5576
2026-03-14 09:15:12.370,0.1744,0.0604,9.7589
2026-03-14 09:15:12.380,-0.1272,0.298,10.0542
2026-03-14 09:15:12.390,-0.5745,0.2569,10.302
2026-03-14 09:15:12.400,,0.4205,10.059
2026-03-14 09:15:12.410,-0.6256,0.2771,10.3346
2026-03-14 09:15:12.420,-0.6369,0.3651,
2026-03-14 09:15:12.430,-0.8072,0.0239,9.8265
2026-03-14 09:15:12.440,-0.9234,0.0407,9.7863
2026-03-14 09:15:12.450,-1.1383,-0.1839,9.9744
2026-03-14 09:15:12.460,-1.1187,-0.2857,9.9959
2026-03-14 09:15:12.470,-1.3164,-0.3616,10.1239
2026-03-14 09:15:12.480,-1.21,-0.4404,9.7336
2026-03-14 09:15:12.490,-1.5795,-0.9124,9.6213
2026-03-14 09:15:12.500,-1.4816,-0.8738,9.6284
2026-03-14 09:15:12.510,-1.393,-0.7506,9.5097
2026-03-14 09:15:12.520,-1.5853,-1.3502,9.4831
2026-03-14 09:15:12.530,-1.2326,-1.1454,9.4313
2026-03-14 09:15:12.540,-1.6206,-1.2141,9.5688
2026-03-14 09:15:12.550,-1.2731,-1.1672,9.8357
2026-03-14 09:15:12.560,-1.4652,-1.2247,9.8764
2026-03-14 09:15:12.570,-1.0012,-1.1434,10.0645
2026-03-14 09:15:12.580,-0.9815,-0.9789,9.4741
2026-03-14 09:15:12.590,-0.858,-0.5359,9.643
2026-03-14 09:15:12.600,-0.5738,-0.3452,9.7632
2026-03-14 09:15:12.610,-0.1848,-0.2596,9.8037
2026-03-14 09:15:12.620,-0.2045,-0.1835,9.6692
2026-03-14 09:15:12.630,-0.0368,0.2902,9.9534
2026-03-14 09:15:12.640,0.1573,0.316,10.1891
2026-03-14 09:15:12.650,0.5267,0.8176,10.1267
2026-03-14 09:15:12.660,0.7213,0.7189,9.9516
2026-03-14 09:15:12.670,0.6933,0.8932,10.4168
2026-03-14 09:15:12.680,1.0612,0.8606,10.1761
2026-03-14 09:15:12.690,1.0715,0.8162,9.6424
2026-03-14 09:15:12.700,1.1554,1.1951,9.5236
2026-03-14 09:15:12.710,1.3362,0.7995,9.6977
2026-03-14 09:15:12.720,1.5601,1.1006,9.9823
2026-03-14 09:15:12.730,1.2045,0.7783,10.0791
2026-03-14 09:15:12.740,1.3978,0.5308,10.2822
2026-03-14 09:15:12.750,1.182,0.5766,10.0858
2026-03-14 09:15:12.760,1.3165,0.4371,9.9571
2026-03-14 09:15:12.770,1.2159,0.3881,9.4306
2026-03-14 09:15:12.780,1.3392,0.1908,9.7195
2026-03-14 09:15:12.790,,0.192,9.6689
2026-03-14 09:15:12.800,1.0105,0.0779,9.2169
2026-03-14 09:15:12.810,0.6652,0.1015,9.3381
2026-03-14 09:15:12.820,1.0709,-0.0916,9.6799
2026-03-14 09:15:12.830,0.6435,-0.2119,9.637
2026-03-14 09:15:12.840,0.5598,0.1874,9.8351
2026-03-14 09:15:12.850,0.7444,-0.0355,10.0751
2026-03-14 09:15:12.860,0.2847,0.0528,9.3454
2026-03-14 09:15:12.870,0.0343,0.1189,9.6669
2026-03-14 09:15:12.880,0.0774,,9.6389
2026-03-14 09:15:12.890,0.0317,-0.001,9.8562
2026-03-14 09:15:12.900,0.0712,0.5172,9.6954
2026-03-14 09:15:12.910,-0.0161,0.2073,9.7259
2026-03-14 09:15:12.920,-0.3845,0.2483,
2026-03-14 09:15:12.930,-0.5997,0.305,10.3021
2026-03-14 09:15:12.940,-0.5503,0.4249,10.2269
2026-03-14 09:15:12.950,-0.6165,0.1499,10.149
2026-03-14 09:15:12.960,-0.7964,0.1017,9.6946
2026-03-14 09:15:12.970,-0.83,-0.1885,9.5445
2026-03-14 09:15:12.980,-0.894,-0.2374,9.8847
2026-03-14 09:15:12.990,-1.245,-0.2912,9.7501
2026-03-14 09:15:13.000,-1.2648,-0.2821,9.9457
2026-03-14 09:15:13.010,-1.1068,-0.6245,9.8472
2026-03-14 09:15:13.020,-1.8341,-0.83,9.5635
2026-03-14 09:15:13.030,-1.4751,-0.8418,9.8816
2026-03-14 09:15:13.040,-1.4783,-1.0296,9.7273
2026-03-14 09:15:13.050,-1.6862,-1.1623,9.1032
2026-03-14 09:15:13.060,-1.4962,-1.2558,9.6379
2026-03-14 09:15:13.070,-1.281,-1.0522,9.19
2026-03-14 09:15:13.080,-1.3424,-1.1893,9.0339
2026-03-14 09:15:13.090,-1.1315,-0.9486,9.6456
2026-03-14 09:15:13.100,-0.9505,-1.134,9.7457
2026-03-14 09:15:13.110,-0.9331,-0.9007,10.0108
2026-03-14 09:15:13.120,-0.7318,-0.8088,9.8931
2026-03-14 09:15:13.130,-0.7585,-0.5168,9.7434
2026-03-14 09:15:13.140,-0.3037,-0.3812,9.5864
2026-03-14 09:15:13.150,-0.0198,0.2833,9.8726
2026-03-14 09:15:13.160,0.0555,0.117,9.5099
2026-03-14 09:15:13.170,0.3299,0.3472,9.5415
2026-03-14 09:15:13.180,0.4115,0.8033,9.9099
2026-03-14 09:15:13.190,0.5729,0.8226,10.0242
2026-03-14 09:15:13.200,0.9064,0.7567,10.3165
2026-03-14 09:15:13.210,0.8742,1.1704,10.2991
2026-03-14 09:15:13.220,1.0029,1.0071,10.4677
2026-03-14 09:15:13.230,1.4645,1.1301,9.8016
2026-03-14 09:15:13.240,,0.8866,9.956
2026-03-14 09:15:13.250,1.5988,0.9588,9.9499
2026-03-14 09:15:13.260,1.4219,0.8549,9.3585
2026-03-14 09:15:13.270,1.2261,0.7604,9.9026
2026-03-14 09:15:13.280,1.2013,0.4985,9.9182
2026-03-14 09:15:13.290,1.3382,0.5361,9.7959
2026-03-14 09:15:13.300,1.4212,0.6421,10.2153
2026-03-14 09:15:13.310,1.1721,0.0808,9.7472
2026-03-14 09:15:13.320,1.3121,0.2803,9.828
2026-03-14 09:15:13.330,0.9437,-0.0003,9.2759
2026-03-14 09:15:13.340,0.9062,-0.0691,9.33
2026-03-14 09:15:13.350,0.9844,0.0116,9.0418
2026-03-14 09:15:13.360,0.708,-0.2597,9.3933
2026-03-14 09:15:13.370,0.5535,-0.0267,9.6482
2026-03-14 09:15:13.380,0.6296,0.0428,9.6761
2026-03-14 09:15:13.390,0.4866,-0.2556,10.2168
2026-03-14 09:15:13.400,,0.2341,10.1394
2026-03-14 09:15:13.410,0.0774,0.0845,10.0743
2026-03-14 09:15:13.420,-0.0511,0.2808,9.52
2026-03-14 09:15:13.430,-0.0687,0.3515,9.5412
2026-03-14 09:15:13.440,-0.3673,-0.023,9.7302
2026-03-14 09:15:13.450,-0.4979,0.0733,10.058
2026-03-14 09:15:13.460,-0.4395,0.1022,10.1273
2026-03-14 09:15:13.470,-0.7094,0.2302,10.1789
2026-03-14 09:15:13.480,-0.6567,-0.0896,10.3911
2026-03-14 09:15:13.490,-0.9046,-0.1103,10.2384
2026-03-14 09:15:13.500,-0.9342,-0.189,9.934
2026-03-14 09:15:13.510,-0.9767,-0.3038,9.6865
2026-03-14 09:15:13.520,-1.044,-0.3503,9.508
2026-03-14 09:15:13.530,-1.239,-0.6917,9.2078
2026-03-14 09:15:13.540,-1.3402,-0.6746,9.3686
2026-03-14 09:15:13.550,-1.2321,-0.9676,10.0179
2026-03-14 09:15:13.560,-1.0703,-0.8676,10.1539
2026-03-14 09:15:13.570,-1.2956,-1.248,10.1374
2026-03-14 09:15:13.580,-1.4859,-1.2541,9.6676
2026-03-14 09:15:13.590,-1.3863,-0.9977,9.6963
2026-03-14 09:15:13.600,-1.237,-1.0761,9.2342
2026-03-14 09:15:13.610,-1.3701,-0.9263,8.9219
2026-03-14 09:15:13.620,-1.1452,-0.7619,9.3951
2026-03-14 09:15:13.630,-1.1437,-0.9367,9.373
2026-03-14 09:15:13.640,-0.9313,-0.7922,9.4113
2026-03-14 09:15:13.650,-0.5939,-0.7079,9.6596
2026-03-14 09:15:13.660,-0.6841,-0.1767,9.7071
2026-03-14 09:15:13.670,-0.0476,-0.1604,10.0132
2026-03-14 09:15:13.680,0.0994,0.3075,10.0122
2026-03-14 09:15:13.690,0.1709,0.4555,9.8318
2026-03-14 09:15:13.700,-0.0143,0.6365,9.3921
2026-03-14 09:15:13.710,0.6071,0.8835,9.6732
2026-03-14 09:15:13.720,0.8594,0.892,9.9662
2026-03-14 09:15:13.730,1.1419,0.9321,9.8189
2026-03-14 09:15:13.740,1.0623,1.0566,10.2094
2026-03-14 09:15:13.750,1.1669,1.4101,10.3563
2026-03-14 09:15:13.760,1.2732,0.8907,10.2999
2026-03-14 09:15:13.770,1.3652,0.6984,10.4989
2026-03-14 09:15:13.780,1.2183,0.8942,10.034
2026-03-14 09:15:13.790,1.3418,0.9671,9.6785
2026-03-14 09:15:13.800,1.5851,0.6907,9.9002
2026-03-14 09:15:13.810,1.4594,0.4092,9.2071
2026-03-14 09:15:13.820,1.2507,0.5971,9.6164
2026-03-14 09:15:13.830,1.0354,0.2692,10.0432
2026-03-14 09:15:13.840,1.0777,0.2316,9.6463
2026-03-14 09:15:13.850,1.0209,0.4401,9.9789
2026-03-14 09:15:13.860,0.7937,-0.0009,9.6518
2026-03-14 09:15:13.870,1.2357,0.0385,9.0874
2026-03-14 09:15:13.880,0.8934,-0.1692,9.063
2026-03-14 09:15:13.890,0.8169,-0.22,9.2257
2026-03-14 09:15:13.900,0.4184,0.0257,9.4788
2026-03-14 09:15:13.910,0.6455,0.269,9.4215
2026-03-14 09:15:13.920,0.1608,0.2607,9.6496
2026-03-14 09:15:13.930,0.2734,0.3069,10.0983
2026-03-14 09:15:13.940,0.0434,0.0101,10.0631
2026-03-14 09:15:13.950,0.2201,0.2028,10.4479
2026-03-14 09:15:13.960,-0.0948,-0.0668,9.835
2026-03-14 09:15:13.970,-0.3226,0.3221,10.0012
2026-03-14 09:15:13.980,-0.3243,0.0353,10.0826
2026-03-14 09:15:13.990,-0.5191,0.3729,10.0156
2026-03-14 09:15:14.000,-0.7314,0.1448,10.2869
2026-03-14 09:15:14.010,-0.8714,0.2846,10.2322
2026-03-14 09:15:14.020,-0.9515,0.1017,9.7848
2026-03-14 09:15:14.030,-1.2232,-0.3434,10.3689
2026-03-14 09:15:14.040,-1.1434,-0.1125,9.6913
2026-03-14 09:15:14.050,-1.13,-0.4949,9.9374
2026-03-14 09:15:14.060,-1.3102,-0.6155,9.8708
2026-03-14 09:15:14.070,-1.5164,-0.7642,9.6408
2026-03-14 09:15:14.080,-1.2801,-0.8816,9.4028
2026-03-14 09:15:14.090,-1.2526,-1.0774,9.573
2026-03-14 09:15:14.100,-1.177,-1.2856,9.7018
2026-03-14 09:15:14.110,-1.2984,-1.4194,9.8807
2026-03-14 09:15:14.120,,,9.9554
2026-03-14 09:15:14.130,-1.2884,-0.9298,9.7515
2026-03-14 09:15:14.140,-0.8418,-1.0757,9.5405
2026-03-14 09:15:14.150,-1.0107,-0.8945,9.6199
2026-03-14 09:15:14.160,-1.0768,-1.0952,9.2971
2026-03-14 09:15:14.170,-0.6325,-0.7474,9.5897
2026-03-14 09:15:14.180,-0.6382,-0.5754,10.0719
2026-03-14 09:15:14.190,-0.2135,-0.2748,9.9568
2026-03-14 09:15:14.200,-0.1563,-0.2562,9.8324
2026-03-14 09:15:14.210,-0.211,0.1793,10.0914
2026-03-14 09:15:14.220,0.3786,0.5403,10.1338
2026-03-14 09:15:14.230,0.4651,0.6,9.9475
2026-03-14 09:15:14.240,0.5583,0.6138,10.001
2026-03-14 09:15:14.250,0.5676,0.5682,9.7999
2026-03-14 09:15:14.260,0.7652,0.7911,9.9382
2026-03-14 09:15:14.270,0.8762,1.0701,9.8174
2026-03-14 09:15:14.280,1.1705,1.0804,10.2339
2026-03-14 09:15:14.290,0.9968,1.0,10.2245
2026-03-14 09:15:14.300,1.339,0.9785,10.0825
2026-03-14 09:15:14.310,1.5657,0.7396,10.0367
2026-03-14 09:15:14.320,1.2539,0.8566,9.8667
2026-03-14 09:15:14.330,1.405,0.743,9.4795
2026-03-14 09:15:14.340,1.1654,0.6757,9.322
2026-03-14 09:15:14.350,1.5139,0.6744,9.4374
2026-03-14 09:15:14.360,1.1127,0.4281,9.3939
2026-03-14 09:15:14.370,1.0167,0.1098,9.9353
2026-03-14 09:15:14.380,1.1877,-0.1506,9.8826
2026-03-14 09:15:14.390,0.5887,0.1759,9.7281
2026-03-14 09:15:14.400,0.8951,0.0359,9.4584
2026-03-14 09:15:14.410,0.4808,-0.1485,9.4423
2026-03-14 09:15:14.420,0.7345,-0.2611,9.4893
2026-03-14 09:15:14.430,0.5229,0.0656,9.5509
2026-03-14 09:15:14.440,0.5829,0.2492,9.5319
2026-03-14 09:15:14.450,0.4786,0.3174,9.6883
2026-03-14 09:15:14.460,0.233,0.2099,9.9446
2026-03-14 09:15:14.470,-0.2265,-0.0914,9.8372
2026-03-14 09:15:14.480,-0.2692,0.3072,10.2273
2026-03-14 09:15:14.490,-0.1205,0.1457,10.3181
2026-03-14 09:15:14.500,-0.2172,0.2331,10.0585
2026-03-14 09:15:14.510,,0.113,9.7518
2026-03-14 09:15:14.520,-0.4832,0.282,9.9891
2026-03-14 09:15:14.530,-0.5375,0.1021,9.8843
2026-03-14 09:15:14.540,-0.8337,0.0378,10.0634
2026-03-14 09:15:14.550,-0.7818,-0.2493,10.2575
2026-03-14 09:15:14.560,-0.9125,-0.1806,
2026-03-14 09:15:14.570,-1.5932,-0.4213,10.0978
2026-03-14 09:15:14.580,-1.4895,-0.4031,9.9455
2026-03-14 09:15:14.590,-1.567,-0.6998,9.8812
2026-03-14 09:15:14.600,-1.4664,-0.5903,9.8857
2026-03-14 09:15:14.610,-1.8451,-1.0163,9.5121
2026-03-14 09:15:14.620,-1.4122,-1.0975,
2026-03-14 09:15:14.630,-1.627,-1.251,9.4982
2026-03-14 09:15:14.640,-1.4763,-1.1788,9.4066
2026-03-14 09:15:14.650,,-1.6161,9.4846
2026-03-14 09:15:14.660,-1.5706,-1.1958,9.2775
2026-03-14 09:15:14.670,-1.1315,-1.0206,10.1198
2026-03-14 09:15:14.680,-1.0697,-0.7972,9.4174
2026-03-14 09:15:14.690,-0.8252,-0.6541,9.3601
2026-03-14 09:15:14.700,-0.7642,-0.4952,9.513
2026-03-14 09:15:14.710,-0.4212,-0.7065,9.6369
2026-03-14 09:15:14.720,-0.2362,0.138,9.5911
2026-03-14 09:15:14.730,-0.1763,-0.0619,9.5962
2026-03-14 09:15:14.740,0.1424,0.3094,10.3594
2026-03-14 09:15:14.750,0.6268,0.3369,10.2785
2026-03-14 09:15:14.760,0.4742,0.7979,9.9728
2026-03-14 09:15:14.770,0.709,0.8289,9.6872
2026-03-14 09:15:14.780,0.9023,0.775,9.502
2026-03-14 09:15:14.790,1.1519,,9.3664
2026-03-14 09:15:14.800,1.3648,1.0848,9.7597
2026-03-14 09:15:14.810,1.1774,1.0754,9.7995
2026-03-14 09:15:14.820,1.1653,1.0604,9.9343
2026-03-14 09:15:14.830,1.6629,1.043,9.9894
2026-03-14 09:15:14.840,1.3015,0.7997,9.9797
2026-03-14 09:15:14.850,1.2065,0.8785,10.169
2026-03-14 09:15:14.860,1.2221,0.7036,9.4555
2026-03-14 09:15:14.870,0.9685,0.5508,9.6401
2026-03-14 09:15:14.880,1.5421,0.1077,9.1695
2026-03-14 09:15:14.890,1.4432,0.1913,9.6369
2026-03-14 09:15:14.900,0.9721,0.1337,9.4514
2026-03-14 09:15:14.910,1.2777,-0.0814,9.2327
2026-03-14 09:15:14.920,0.9453,0.2356,9.8607
2026-03-14 09:15:14.930,0.8974,-0.219,9.8722
2026-03-14 09:15:14.940,0.6914,-0.168,9.7506
2026-03-14 09:15:14.950,0.5918,0.1291,9.8104
2026-03-14 09:15:14.960,0.6623,-0.1925,9.6471
2026-03-14 09:15:14.970,0.3899,0.0936,9.3575
2026-03-14 09:15:14.980,0.314,-0.0777,9.5771
2026-03-14 09:15:14.990,0.2358,0.2055,9.7258
2026-03-14 09:15:15.000,0.0593,0.3565,10.2425
2026-03-14 09:15:15.010,0.0169,0.3392,10.118
2026-03-14 09:15:15.020,-0.3369,0.52,10.2948
2026-03-14 09:15:15.030,-0.2938,0.0846,10.6676
2026-03-14 09:15:15.040,-0.5512,0.6584,10.0042
2026-03-14 09:15:15.050,-0.3664,0.3051,10.0957
2026-03-14 09:15:15.060,-0.898,0.4659,9.806
2026-03-14 09:15:15.070,-0.8315,-0.3456,9.9609
2026-03-14 09:15:15.080,-1.0669,0.097,9.9194
2026-03-14 09:15:15.090,-1.0573,-0.4561,9.9527
2026-03-14 09:15:15.100,-1.0864,-0.5134,10.1524
2026-03-14 09:15:15.110,-1.1876,-0.4868,10.0927
2026-03-14 09:15:15.120,-1.3367,-0.963,9.9058
2026-03-14 09:15:15.130,-1.6339,-0.9176,9.9397
2026-03-14 09:15:15.140,-1.4281,-0.8506,9.7397
2026-03-14 09:15:15.150,-1.5882,-1.1363,9.5343
2026-03-14 09:15:15.160,-1.4584,-1.0755,9.2681
2026-03-14 09:15:15.170,-1.2379,-1.1994,9.1524
2026-03-14 09:15:15.180,-1.4423,-1.2796,9.5746
2026-03-14 09:15:15.190,-1.3904,-1.0717,9.762
2026-03-14 09:15:15.200,-1.0544,-0.9101,9.9747
2026-03-14 09:15:15.210,-1.2715,-0.8722,9.7823
2026-03-14 09:15:15.220,,-0.4779,10.0676
2026-03-14 09:15:15.230,-0.7744,-0.4694,9.8941
2026-03-14 09:15:15.240,-0.4936,-0.2211,9.2204
2026-03-14 09:15:15.250,-0.0606,-0.1833,9.7297
2026-03-14 09:15:15.260,0.1821,0.0613,9.9902
2026-03-14 09:15:15.270,0.1734,0.4578,9.7999
2026-03-14 09:15:15.280,0.3332,0.8038,9.9482
2026-03-14 09:15:15.290,0.8026,0.8868,10.0732
2026-03-14 09:15:15.300,0.4401,1.0727,10.5347
2026-03-14 09:15:15.310,0.9932,1.1339,10.2139
2026-03-14 09:15:15.320,0.95,0.9298,10.0507
2026-03-14 09:15:15.330,,1.0602,9.8342
2026-03-14 09:15:15.340,1.4769,1.1668,9.7158
2026-03-14 09:15:15.350,1.3894,1.2773,9.7199
2026-03-14 09:15:15.360,1.5025,0.9547,9.5023
2026-03-14 09:15:15.370,1.3714,0.9343,9.8974
2026-03-14 09:15:15.380,1.2818,0.68,9.9602
2026-03-14 09:15:15.390,1.7363,0.855,10.0003
2026-03-14 09:15:15.400,1.2627,0.262,10.2695
2026-03-14 09:15:15.410,1.4874,0.2797,9.8651
2026-03-14 09:15:15.420,1.0705,-0.0134,9.1326
2026-03-14 09:15:15.430,1.254,-0.0259,9.183
2026-03-14 09:15:15.440,0.8592,-0.105,9.1992
2026-03-14 09:15:15.450,1.1229,-0.0004,9.6349
2026-03-14 09:15:15.460,0.6102,-0.1584,9.8684
2026-03-14 09:15:15.470,0.6406,-0.2417,9.9722
2026-03-14 09:15:15.480,0.5384,-0.1764,10.0336
2026-03-14 09:15:15.490,0.7771,0.201,9.8536
2026-03-14 09:15:15.500,0.2879,0.374,9.7102
2026-03-14 09:15:15.510,0.2631,0.1495,9.625
2026-03-14 09:15:15.520,-0.068,0.3464,9.5783
2026-03-14 09:15:15.530,0.0311,0.3214,9.753
2026-03-14 09:15:15.540,-0.0441,0.2924,10.006
2026-03-14 09:15:15.550,-0.3623,0.4174,9.7501
2026-03-14 09:15:15.560,-0.2127,0.5753,10.5694
2026-03-14 09:15:15.570,-0.4804,0.3676,10.5019
2026-03-14 09:15:15.580,-0.6204,0.1147,9.7
2026-03-14 09:15:15.590,-1.0921,-0.12,10.2241
2026-03-14 09:15:15.600,-0.7145,0.1883,9.5367
2026-03-14 09:15:15.610,-1.202,-0.233,9.8912
2026-03-14 09:15:15.620,-1.3653,-0.3096,9.8222
2026-03-14 09:15:15.630,-1.352,-0.4678,9.9265
2026-03-14 09:15:15.640,-1.5953,-0.5419,9.5228
2026-03-14 09:15:15.650,-1.0242,-0.9163,10.1752
2026-03-14 09:15:15.660,-1.3637,-1.0328,9.9847
2026-03-14 09:15:15.670,-1.3726,-0.7451,9.9199
2026-03-14 09:15:15.680,-1.6126,-0.8842,
2026-03-14 09:15:15.690,-1.6019,-1.2937,9.3712
2026-03-14 09:15:15.700,-1.3739,-1.2755,9.1279
2026-03-14 09:15:15.710,-1.5033,-1.1306,9.1082
2026-03-14 09:15:15.720,-1.2749,-1.0539,9.1681
2026-03-14 09:15:15.730,-0.8932,-1.0117,9.5636
2026-03-14 09:15:15.740,,-0.8949,9.7884
2026-03-14 09:15:15.750,-0.5645,-0.4308,10.0412
2026-03-14 09:15:15.760,-0.4205,-0.5768,10.315
2026-03-14 09:15:15.770,-0.2017,-0.3136,9.9116
2026-03-14 09:15:15.780,-0.1539,-0.1172,9.5827
2026-03-14 09:15:15.790,,0.2728,9.6542
2026-03-14 09:15:15.800,0.4923,0.6712,9.6771
2026-03-14 09:15:15.810,0.4683,1.0049,9.7748
2026-03-14 09:15:15.820,0.6713,0.8217,9.8699
2026-03-14 09:15:15.830,0.7637,1.0961,10.4776
2026-03-14 09:15:15.840,0.6908,0.787,10.44
2026-03-14 09:15:15.850,1.1437,1.0335,10.3654
2026-03-14 09:15:15.860,1.0617,1.0872,10.0996
2026-03-14 09:15:15.870,1.535,1.0551,9.6429
2026-03-14 09:15:15.880,1.2897,1.1943,9.7964
2026-03-14 09:15:15.890,1.1507,0.6307,9.3412
2026-03-14 09:15:15.900,1.1586,0.7179,9.8966
2026-03-14 09:15:15.910,1.232,0.3644,9.7966
2026-03-14 09:15:15.920,1.3288,0.4172,10.0156
2026-03-14 09:15:15.930,1.4994,0.1213,10.1645
2026-03-14 09:15:15.940,1.3747,0.2042,9.4382
2026-03-14 09:15:15.950,1.3622,0.1037,9.4684
2026-03-14 09:15:15.960,0.9661,0.0768,9.3713
2026-03-14 09:15:15.970,0.9892,0.3134,9.6361
2026-03-14 09:15:15.980,1.1446,0.0947,9.212
2026-03-14 09:15:15.990,0.9189,0.0395,9.4107
2026-03-14 09:15:16.000,0.574,0.0029,10.1385
2026-03-14 09:15:16.010,0.6194,-0.0571,9.632
2026-03-14 09:15:16.020,0.3673,0.2396,10.097
2026-03-14 09:15:16.030,0.238,0.1515,10.0079
2026-03-14 09:15:16.040,0.0344,0.2268,10.2415
2026-03-14 09:15:16.050,0.2387,0.1122,9.6092
2026-03-14 09:15:16.060,-0.1365,0.3532,9.6427
2026-03-14 09:15:16.070,-0.0024,-0.0105,9.7149
2026-03-14 09:15:16.080,-0.1285,0.4066,9.6836
2026-03-14 09:15:16.090,-0.5068,0.289,10.0207
2026-03-14 09:15:16.100,-0.7332,0.0435,10.1422
2026-03-14 09:15:16.110,-0.6332,0.5027,10.5484
2026-03-14 09:15:16.120,-0.8563,0.0493,10.4579
2026-03-14 09:15:16.130,-0.994,-0.2243,
2026-03-14 09:15:16.140,-1.1364,-0.3036,9.7599
2026-03-14 09:15:16.150,-1.359,-0.2522,10.216
2026-03-14 09:15:16.160,-1.1521,-0.484,9.5189
2026-03-14 09:15:16.170,-1.356,-0.9172,9.5095
2026-03-14 09:15:16.180,-1.3952,-0.979,9.5405
2026-03-14 09:15:16.190,-1.3246,-1.1452,9.6477
2026-03-14 09:15:16.200,-1.5095,-1.2057,9.7733
2026-03-14 09:15:16.210,-1.495,-1.0511,9.5865
2026-03-14 09:15:16.220,-1.3329,-1.3955,9.6574
2026-03-14 09:15:16.230,-1.3924,-1.14,9.8658
2026-03-14 09:15:16.240,-1.2786,-1.4142,9.1708
2026-03-14 09:15:16.250,-1.0974,-0.988,9.1187
2026-03-14 09:15:16.260,-0.8501,-0.9904,9.8374
2026-03-14 09:15:16.270,-0.7667,-0.9653,9.7817
2026-03-14 09:15:16.280,-0.7352,-0.5303,10.0569
